Sl No.,Shutdown Reason,Date,Area/Feeder/Section Name,Time From,To Time,Shutdown Form Details,Shutdown Receiver,Shutdown Provider,Service Order No./Date,Remarks,DateTime(Time_From),DateTime(To_Time),Duration,                           
236,HT জাম্পার করার জন্য।,05-04-2022,F-7,23:40,,ব্রেকার আউট।,হাসান।,সাকিব,AGM ,চালু।,2022-05-04 23:40:00,,,
232,ঠিকাদারদের কাজ।,05-04-2022,৭নং ফিডার। ,10:58,12:10,ব্রেকার আউট।,আ:রহমান,নারায়ন,AGM(O&M),চালু।,2022-05-04 10:58:00,2022-05-04 12:10:00,0 days 01:12:00,
237,ঠিকাদারের কাজ।,06-04-2022,"F-1, 9",14:20,16:20,ব্রেকার আউট।,হাসান,ঈশ্বর রায়।,AGM(O&M),চালু।,2022-06-04 14:20:00,2022-06-04 16:20:00,0 days 02:00:00,
138,ঠিকাদারের কাজে।,06-04-2022,F-4,15:40,17:30,ব্রেকার আউট।,হাসান,ঈশ্বর রায়।,AGM(O&M),চালু।,2022-06-04 15:40:00,2022-06-04 17:30:00,0 days 01:50:00,
141,HT জাম্পার মুড়ানোর জন্য।,07-04-2022,F-7,15:28,15:44,ব্রেকার আউট করে।,শফিকুল।,A.Rhaman ,JE হুমায়ুন।,,2022-07-04 15:28:00,2022-07-04 15:44:00,0 days 00:16:00,
139,ফিডারের লোড ব্যালেন্স।,07-04-2022,F-4,10:55,11:55,ব্রেকার আউট।,শফিকুল,হাসান।,AGM(O&M),,2022-07-04 10:55:00,2022-07-04 11:55:00,0 days 01:00:00,
140,HT জাম্পার করণ।,07-04-2022,F-1,13:20,,ব্রেকার আউট।,ঈশ্বর ,হাসান।,AGM(O&M),,2022-07-04 13:20:00,,,
143,HT জাম্পার করণের জন্য।,09-04-2022,F-1,15:50,16:05,ব্রেকার আউট।,তাহেরুল।,শফিকুল।,AGM(O&M),,2022-09-04 15:50:00,2022-09-04 16:05:00,0 days 00:15:00,
142,HT জাম্পারকরণ।,09-04-2022,F-6,12:10,13:00,ব্রেকার আউট।,রফিক,মনির ,AGM(O&M),চালু।,2022-09-04 12:10:00,2022-09-04 13:00:00,0 days 00:50:00,
144,H.T জাম্পার করার জন্য।,10-04-2022,"F-5,1,6",13:35,14:00,ব্রেকার আউট।,JE হুমায়ুন( সিনিয়র),শফিকুল,AGM(O&M),,2022-10-04 13:35:00,2022-10-04 14:00:00,0 days 00:25:00,
145,HT জাম্পার করার জন্য।,10-04-2022,F-5,15:50,15:56,ব্রেকার আউট।,হুমায়ুন JE ,তাহেরুল।,AGM(O&M),চালু।,2022-10-04 15:50:00,2022-10-04 15:56:00,0 days 00:06:00,
160,H.T জাম্পার করার জন্য।,11-04-2022,F-9,17:30,18:00,ব্রেকার আউট।,আকাশ,শফিকুল,AGM(O&M),চালু।,2022-11-04 17:30:00,2022-11-04 18:00:00,0 days 00:30:00,
159,H.T তার জোড়া দেওয়ার জন্য।,11-04-2022,F-4,16:20,16:40,ব্রেকার আউট।,অটল,শফিকুল।,AGM(O&M),চালু।,2022-11-04 16:20:00,2022-11-04 16:40:00,0 days 00:20:00,
158,HT জাম্পার করার জন্য।,11-04-2022,F-1,15:35,16:20,ব্রেকার আউট।,আকাশ,শফিকুল।,AGM(O&M),চালু।,2022-11-04 15:35:00,2022-11-04 16:20:00,0 days 00:45:00,
157,H.T জাম্পার করার জন্য।,11-04-2022,F-2,15:35,15:45,ব্রেকার আউট।,অটল,শফিকুল,AGM(O&M),চালু।,2022-11-04 15:35:00,2022-11-04 15:45:00,0 days 00:10:00,
156,H.T জাম্পার করার জন্য।,11-04-2022,"শফিক মোড়, ৯নং ফিডার।",14:45,15:00,ব্রেকার আউট।,আকাশ,শফিকুল,J.E(H),চালু।,2022-11-04 14:45:00,2022-11-04 15:00:00,0 days 00:15:00,
155,L/A আউট।,11-04-2022,F-10,14:40,15:00,ব্রেকার আউট।,তাহেরুল।,শফিকুল।,AGM(O&M),চালু।,2022-11-04 14:40:00,2022-11-04 15:00:00,0 days 00:20:00,
155,তার জোড়া দেওয়ার জন্য।,11-04-2022,F-10,14:20,14:40,ব্রেকার আউট।,সাকিব।,শফিকুল।,AGM(O&M),চালু।,2022-11-04 14:20:00,2022-11-04 14:40:00,0 days 00:20:00,
154,H.T জাম্পার পোড়া।,11-04-2022,F-2,14:12,14:30,ব্রেকার আউট।,অটল।,মনির।,AGM(O&M),চালু।,2022-11-04 14:12:00,2022-11-04 14:30:00,0 days 00:18:00,
153,LT লুজ জোড়া।,11-04-2022,"F-6,1",13:40,14:00,ব্রেকার আউট।,আকাশ,মনির ,AGM(O&M),চালু।,2022-11-04 13:40:00,2022-11-04 14:00:00,0 days 00:20:00,
153,LT লুজ মেরামত।,11-04-2022,F-5,13:40,14:00,ব্রেকার আউট।,আকাশ,মনির,AGM(O&M),চালু।,2022-11-04 13:40:00,2022-11-04 14:00:00,0 days 00:20:00,
152,H.T তার জোড়া।,11-04-2022,F-11,12:55,13:10,ব্রেকার আউট।,সাকিব।,মনির ,AGM(O&M),চালু।,2022-11-04 12:55:00,2022-11-04 13:10:00,0 days 00:15:00,
151,H.T লুপ মেরামত।,11-04-2022,F-2,12:40,13:00,ব্রেকার আউট।,আকাশ।,মনির।,AGM(O&M),চালু।,2022-11-04 12:40:00,2022-11-04 13:00:00,0 days 00:20:00,
150,তার জোড়া।,11-04-2022,"F-10,11",10:40,,ব্রেকার আউট।,মাহবুব।,মনির ,,,2022-11-04 10:40:00,,,
149,H.T তার জোড়া।,11-04-2022,F-10,10:40,,ব্রেকার আউট।,তাহেরুল।,মনির,AGM(O&M),চালু।,2022-11-04 10:40:00,,,
148,H.T তার জোড়া।,11-04-2022,F-3,10:20,,ব্রেকার আউট।,হাসান,,AGM(O&M),,2022-11-04 10:20:00,,,
147,H.T কাজের জন্য।,11-04-2022,F-5,10:00,,ব্রেকার আউট।,অটল,মনির ,AGM(O&M),চালু।,2022-11-04 10:00:00,,,
146,H.T তার ছিড়া।,11-04-2022,F-2,09:30,10:00,ব্রেকার আউট।,আকাশ।,মনির ।,AGM(O&M),চালু।,2022-11-04 09:30:00,2022-11-04 10:00:00,0 days 00:30:00,
161,L.T তার জোড়া দেওয়া।,11-04-2022,F-7,20:45,21:32,ব্রেকার আউট।,নারায়ন,শফিকুল,AGM(O&M),,2022-11-04 20:45:00,2022-11-04 21:32:00,0 days 00:47:00,
163,HT জাম্পার করার জন্য।,12-04-2022,৫নং ফিডার ,13:00,13:20,ব্রেকার আউট।,তাহেরুল।,নারায়ন।,AGM(O&M),চালু।,2022-12-04 13:00:00,2022-12-04 13:20:00,0 days 00:20:00,
162,HT তার ছেড়া।,12-04-2022,১০নং ফিডার।,12:10,13:00,ব্রেকার আউট।,মাহবুব।,নারায়ন,"JE (Humayun), Sir ",চালু।,2022-12-04 12:10:00,2022-12-04 13:00:00,0 days 00:50:00,
164,HT জাম্পার করার জন্য।,13-04-2022,৫নং ফিডার ,12:00,12:30,ব্রেকার আউট করে শাটডাউন,আ:রহমান।,অটল।,AGM(O&M),,2022-04-13 12:00:00,2022-04-13 12:30:00,0 days 00:30:00,
165,X-Former upgrade করার জন্য।,13-04-2022,৭নং ফিডার ,12:40,13:20,ব্রেকার আউট করে শাটডাউন।,আ:রহমান।,ঠিকাদার ,AGM(O&M),,2022-04-13 12:40:00,2022-04-13 13:20:00,0 days 00:40:00,
156,X-Former উত্তোলনের জন্য।,13-04-2022,১নং ফিডার।,14:00,14:37,ব্রেকার আউট।,তাহেরুল/আ:রহমান।,,JE,চালু।,2022-04-13 14:00:00,2022-04-13 14:37:00,0 days 00:37:00,
167,X-Former পরিবর্তনকরণ।,13-04-2022,১০নং ফিডার ,15:05,15:50,ব্রেকার আউট।,অটল।,নারায়ন,JE(H),চালু।,2022-04-13 15:05:00,2022-04-13 15:50:00,0 days 00:45:00,
168,X-Former পরিবর্তনকরণ।,13-04-2022,৮নং ফিডার।,19:20,19:50,ব্রেকার আউট।,হাসান/সাকিব।,নারায়ন,AGM(O&M),চালু।,2022-04-13 19:20:00,2022-04-13 19:50:00,0 days 00:30:00,
169,LT লুপ মেরামত।,16-04-2022,"F-3, টেপিরবাড়ী।",23:55,00:20,ব্রেকার আউট।,নারায়ন,মনির ,AGM(O&M),চালু।,2022-04-16 23:55:00,2022-04-16 00:20:00,-1 days +00:25:00,
170,ঠিকাদারের কাজ। ,17-04-2022,F-7,11:00,12:13,ব্রেকার আউট।,আ:রহমান,ঈশ্বর রায়।,J.E(H) ,চালু।,2022-04-17 11:00:00,2022-04-17 12:13:00,0 days 01:13:00,
175,XFR উত্তোলন।,18-04-2022,F-7,19:18,19:55,ব্রেকার আউট।,আ:রহমান।,ঈশ্বর রায়।,AGM(O&M),চালু।,2022-04-18 19:18:00,2022-04-18 19:55:00,0 days 00:37:00,
174,অভিযোগ সমাধান।,18-04-2022,"F-1,5,6",16:35,16:55,ব্রেকার আউট।,অটল,ঈশ্বর রায়।,AGM(O&M),চালু।,2022-04-18 16:35:00,2022-04-18 16:55:00,0 days 00:20:00,
172,S/D নিউট্রাল ছেড়া।,18-04-2022,"F-5, চৌরাস্তা।",12:45,12:55,ব্রেকার আউট।,সাইফুল।,মনির।,AGM(O&M),চালু।,2022-04-18 12:45:00,2022-04-18 12:55:00,0 days 00:10:00,
171,ঠিকাদার ফিটিংস।,18-04-2022,"F-5, চৌরাস্তা।",11:30,12:00,ব্রেকার আউট।,আ:রহমান,মনির,AGM(O&M),চালু।,2022-04-18 11:30:00,2022-04-18 12:00:00,0 days 00:30:00,
173,পোল ভাঙ্গা।,18-04-2022,F-4,12:20,17:03,ব্রেকার আউট।,সাকিব।,মনির।,AGM(O&M),চালু।,2022-04-18 12:20:00,2022-04-18 17:03:00,0 days 04:43:00,
179,XFR মেরামত।,19-04-2022,F-6,20:05,,ব্রেকার আউট।,মামুন।,মনির।,AGM(O&M),,2022-04-19 20:05:00,,,
176,HT জাম্পারকরণ।,19-04-2022,F-6,12:55,13:20,ব্রেকার আউট।,তাহেরুল।,ঈশ্বর রায়। ,AGM(O&M),চালু।,2022-04-19 12:55:00,2022-04-19 13:20:00,0 days 00:25:00,
177,আপ্রগ্রেডকরণ।,19-04-2022,F-1,15:25,15:55,ব্রেকার আউট।,সাকিব।,মনির।,AGM(O&M),চালু।,2022-04-19 15:25:00,2022-04-19 15:55:00,0 days 00:30:00,
178,লোডবিভাজন।,19-04-2022,F-10,16:30,17:00,ব্রেকার আউট।,তাহেরুল।,মনির। ,AGM(O&M),চালু।,2022-04-19 16:30:00,2022-04-19 17:00:00,0 days 00:30:00,
180,JE হুমায়ুন(সিনিয়র),20-04-2022,"F- 5, 8",10:42,11:15,ব্রেকার আউট।,JE হুমায়ুন।,আ:রহমান।,AGM(O&M),,2022-04-20 10:42:00,2022-04-20 11:15:00,0 days 00:33:00,
182,X-Former এর উত্তোলনের জন্য।,21-04-2022,৬নং মিতা ফিডার।,14:30,15:20,ব্রেকার আউট করে।,JE  হুমায়ুন কবির।,A.Rhaman,AGM(O&M),,2022-04-21 14:30:00,2022-04-21 15:20:00,0 days 00:50:00,
181,H.T জাম্পার মেরামত।,21-04-2022,F-4,11:45,12:45,ব্রেকার আউট।,হাসান।,মনির।,A.G.M(O&M),,2022-04-21 11:45:00,2022-04-21 12:45:00,0 days 01:00:00,
183,X-Former উত্তোলন।,23-04-2022,১১নং ফিডার ।,14:45,15:09,ব্রেকার আউট।,তাহেরুল।,সাকিব।,AJE(Sojib) ,নিরাপদে (চালু)।,2022-04-23 14:45:00,2022-04-23 15:09:00,0 days 00:24:00,
184,অভিযোগ সমাধান।,24-04-2022,১নং ফিডার।,12:30,13:00,ব্রেকার আউট।,ইব্রাহীম।,সাকিব।,JE(H),চালু।,2022-04-24 12:30:00,2022-04-24 13:00:00,0 days 00:30:00,
185,অভিযোগ সমাধান।,24-04-2022,৪নং ফিডার।,14:10,14:25,ব্রেকার আউট।,মাহবুব।,অটল।,JE(H),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2022-04-24 14:10:00,2022-04-24 14:25:00,0 days 00:15:00,
186,XFR উত্তোলন।,24-04-2022,৪নং ফিডার,16:30,17:00,ব্রেকার আউট।,মাহবুব,অটল।,JE(H),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2022-04-24 16:30:00,2022-04-24 17:00:00,0 days 00:30:00,
187,XFR H.T লুপ মেরামত।,25-04-2022,F-5,09:47,10:00,ব্রেকার আউট।,আ:রহমান,মনির।,AGM(O&M),চালু।,2022-04-25 09:47:00,2022-04-25 10:00:00,0 days 00:13:00,
188,R.O.W করণ।,25-04-2022,F-9,13:35,,ব্রেকার আউট।,আকাশ।,মনির।,AGM(O&M),,2022-04-25 13:35:00,,,
191,R.O.W করার জন্য।,26-04-2022,F-7 N0,12:20,13:00,ব্রেকার আউট।,ঈশ্বর ,শফিকুল।,AGM(O&M),চালু।,2022-04-26 12:20:00,2022-04-26 13:00:00,0 days 00:40:00,
195,H.T জাম্পার মেরামত।,26-04-2022,F-7,21:10,21:30,ব্রেকার আউট।,হাসান।,মনির।,AGM(O&M),চালু।,2022-04-26 21:10:00,2022-04-26 21:30:00,0 days 00:20:00,
194,H.T লুপ মেরামত।,26-04-2022,F-5,19:25,19:35,ব্রেকার আউট।,মাহবুব,মনির ,AGM(O&M),চালু।,2022-04-26 19:25:00,2022-04-26 19:35:00,0 days 00:10:00,
193,X-For উত্তোলন।,26-04-2022,F-8,16:30,17:30,ব্রেকার আউট।,আ:রহমান।,মনির।,AGM(O&M),চালু।,2022-04-26 16:30:00,2022-04-26 17:30:00,0 days 01:00:00,
190,H.T জাম্পার করার জন্য। ,26-04-2022,F-1 ,11:35,11:45,ব্রেকার আউট।,মাহবুব।,শফিকুল।,AGM(O&M),চালু।,2022-04-26 11:35:00,2022-04-26 11:45:00,0 days 00:10:00,
189,XFR  পরিবর্তন।,26-04-2022,F-7,02:00,02:35,ব্রেকার আউট।,তাহেরুল।,অটল।,AGM(O&M),চালু।,2022-04-26 02:00:00,2022-04-26 02:35:00,0 days 00:35:00,
192,H.T জাম্পার করার জন্য।,26-04-2022,F-1,13:40,13:50,ব্রেকার আউট।,আ:রহমান।,শফিকুল।,AGM(O&M),,2022-04-26 13:40:00,2022-04-26 13:50:00,0 days 00:10:00,
