Sl No.,Shutdown Reason,Date,Area/Feeder/Section Name,Time From,To Time,Shutdown Form Details,Shutdown Receiver,Shutdown Provider,Service Order No./Date,Remarks,DateTime(Time_From),DateTime(To_Time),Duration,                           
899,XFR উত্তোলনের জন্য।,26-08-2021,৬নং ফিডার ,19:00:00,19:20:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,ইব্রাহীম ,A.Rahim,AGM(O&M), কাজ শেষে লাইন চালু করা হয়।,2021-08-26 19:00:00,2021-08-26 19:20:00,0 days 00:20:00,
901,XFR উত্তোলন,28-08-2021,৯নং ফিডার ,19:25:00,20:03:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,আ:ওয়াদুদ,ঈশ্বর রায়,AGM(O&M),,2021-08-28 19:25:00,2021-08-28 20:03:00,0 days 00:38:00,
900,ঠিকাদারকে শাটডাউন,28-08-2021,৮নং ফিডার ,13:30:00,14:00:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়।,ওয়াদুদ,অটল,AGM(O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2021-08-28 13:30:00,2021-08-28 14:00:00,0 days 00:30:00,
902,H.T জাম্পার ,29-08-2021,৩নং ফিডার ,19:35:00,19:50:00,ব্রেকার আউট,আ:ওয়াদুদ,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-08-29 19:35:00,2021-08-29 19:50:00,0 days 00:15:00,
904,H.T জাম্পার ,30-08-2021,৩নং ফিডার ,20:32:00,20:42:00,ব্রেকার আউট,আ:ওয়াদুদ,Younus Ali ,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-08-30 20:32:00,2021-08-30 20:42:00,0 days 00:10:00,
903,X-Former উত্তোলন,30-08-2021,৪নং ফিডার ,17:40:00,17:55:00,ব্রেকার আউট,আ:ওয়াদুদ,Younus Ali ,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-08-30 17:40:00,2021-08-30 17:55:00,0 days 00:15:00,
906,H.T তে কাজের জন্য ,31-08-2021,৩নং ফিডার ,11:45:00,11:57:00,ব্রেকার আউট,আ:ওয়াদুদ,Younus Ali ,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়।,2021-08-31 11:45:00,2021-08-31 11:57:00,0 days 00:12:00,
905,H.T তে কাজ,31-08-2021,১০নং ফিডার ,11:45:00,11:58:00,ব্রেকার আউট,মনির ,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়।,2021-08-31 11:45:00,2021-08-31 11:58:00,0 days 00:13:00,
907,XFR উত্তোলন,02-09-2021,১নং ফিডার ,20:38:00,21:06:00,ব্রেকার আউট,মনির ,আ:ওয়াদুদ,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-02-09 20:38:00,2021-02-09 21:06:00,0 days 00:28:00,
908,H.T তে কাজ করার জন্য।,03-09-2021,১০ ও ১১নং ফিডার ,13:30:00,14:15:00,ব্রেকার আউট,মনির ,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-03-09 13:30:00,2021-03-09 14:15:00,0 days 00:45:00,
909,H.T তে কাজ করার জন্য,03-09-2021,৬নং ফিডার,15:52:00,15:58:00,ব্রেকার আউট,মনির ,ইব্রাহীম,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-03-09 15:52:00,2021-03-09 15:58:00,0 days 00:06:00,
910,S/D তে কাজ করার জন্য।,03-09-2021,৫নং ফিডার ,17:44:00,17:59:00,ট্রিপ শাটডাউন,মনির ,ইব্রাহিম ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-03-09 17:44:00,2021-03-09 17:59:00,0 days 00:15:00,
911,অভিযোগ নিরশন,05-09-2021,৭নং ফিডার ,10:30:00,10:50:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,অটল,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-05-09 10:30:00,2021-05-09 10:50:00,0 days 00:20:00,
912,ঠিকাদারকে শাটডাউন পোল স্থানাস্থরের জন্য (জাম্পার আউট করার জন্য),05-09-2021,৪নং ফিডার ,12:23:00,12:30:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,অটল,ওবায়দুর ,AGM/O&M J.E হুমায়ুন,কাজ শেষে লাইন চালু করা হয়।,2021-05-09 12:23:00,2021-05-09 12:30:00,0 days 00:07:00,
913,X-ফরমার স্থাপন কাজের জন্য।,05-09-2021,৬নং ফিডার ,12:45:00,13:35:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মামুন গাজী,ওবায়দুর ,D.G.M মহোদয়,কাজ শেষে লাইন চালু করা হয়।,2021-05-09 12:45:00,2021-05-09 13:35:00,0 days 00:50:00,
914,অভিযোগ নিরশনের জন্য (আলী পেপার),07-09-2021,৩নং ফিডার ,17:15:00,17:25:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,তাহেরুল,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-07-09 17:15:00,2021-07-09 17:25:00,0 days 00:10:00,
915,ঠিকাদরকে শাটডাউন দেওয়ার জন্য(জাম্পার কাটা),08-09-2021,৬নং ফিডার ,10:50:00,10:58:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মনির ,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-08-09 10:50:00,2021-08-09 10:58:00,0 days 00:08:00,
916,ঠিকাদারকে শাটডাউন H.T জাম্পার করার জন্য।,08-09-2021,১নং কেওড়া,14:22:00,14:50:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মনির ,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-08-09 14:22:00,2021-08-09 14:50:00,0 days 00:28:00,
917,H.T তে কাজ,08-09-2021,৬নং ফিডার ,15:35:00,16:45:00,ব্রেকার আউট,আসাদুজ্জামান,Younus Ali ,AGM(O&M),নিরাপদ থাকায় লাইন চালু করা হয়। ,2021-08-09 15:35:00,2021-08-09 16:45:00,0 days 01:10:00,
918,Pole স্থাপন,08-09-2021,৫নং ,16:10:00,16:50:00,ব্রেকার আউট,হুমায়ুন,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-08-09 16:10:00,2021-08-09 16:50:00,0 days 00:40:00,
919,H.T জাম্পার করার জন্য। ,08-09-2021,১০নং ফিডার ,17:03:00,17:55:00,ব্রেকার আউট,মনির ,Younus Ali,AGM(O&M),,2021-08-09 17:03:00,2021-08-09 17:55:00,0 days 00:52:00,
921,XFR উত্তোলন,09-09-2021,৩ ও ২নং ফিডার ,18:45:00,20:05:00,ব্রেকার বাহির করে শাটডাউন প্রদান করা হলো।,হাসান,ঈশ্বর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-09 18:45:00,2021-09-09 20:05:00,0 days 01:20:00,
920,HT জাম্পারকরণ,09-09-2021,৬নং ফিডার ,15:04:00,15:24:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়।,ইব্রাহীম ,ঈশ্বর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-09 15:04:00,2021-09-09 15:24:00,0 days 00:20:00,
927,লোড শেডিং,12-09-2021,১১নং ফিডার ,18:30:00,19:00:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,Monir,A.Rahim,A.J.E Sojib , কাজ শেষে লাইন চালু করা হয়।,2021-12-09 18:30:00,2021-12-09 19:00:00,0 days 00:30:00,
926,HT জাম্পার আউট হওয়ায় শাটডাউন,12-09-2021,৬নং ফিডার ,17:50:00,18:00:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মনির ,A.Rahim ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2021-12-09 17:50:00,2021-12-09 18:00:00,0 days 00:10:00,
924,লোড শেডিং,12-09-2021,১ ও ২নং ফিডার ,16:00:00,16:15:00,ফোর্স লোড শেডিং,আ:ওয়াদুদ,A.Rahim,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-12-09 16:00:00,2021-12-09 16:15:00,0 days 00:15:00,
923,XFR উত্তোলনের জন্য,12-09-2021,৩নং তালতলী ফিডার ,15:25:00,16:00:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,আ:ওয়াদুদ,A.Rahim ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-12-09 15:25:00,2021-12-09 16:00:00,0 days 00:35:00,
922,XFR উত্তোলন,12-09-2021,১নং ফিডার ,13:27:00,13:58:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,Mamun ,মনির ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-12-09 13:27:00,2021-12-09 13:58:00,0 days 00:31:00,
925,HT জাম্পার আউট হওয়ায় শাটডাউন,12-09-2021,২ ও ৩নং ফিডার ,17:40:00,17:55:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,আ:ওয়াদুদ,A.Rahim ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2021-12-09 17:40:00,2021-12-09 17:55:00,0 days 00:15:00,
928,HT জাম্পারকরণ,13-09-2021,৪নং ফিডার ,21:14:00,21:57:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,ওয়াদুদ,Mamun,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-13 21:14:00,2021-09-13 21:57:00,0 days 00:43:00,
929,XFR উত্তোলন,13-09-2021,৬নং ফিডার ,21:38:00,22:27:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,হুমায়ুন,Mamun, A.G.M(O&M),ক্লিয়ারেন্স দেওয়ায় লাইন চালু করা হয়। ,2021-09-13 21:38:00,2021-09-13 22:27:00,0 days 00:49:00,
934,অভিযোগ সমাধানের জন্য ,14-09-2021,৮নং ফিডার ,15:25:00,15:40:00,ট্রিপ করে শাটডাউন দেওয়া হয়।,মনির ,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-14 15:25:00,2021-09-14 15:40:00,0 days 00:15:00,
930,ঠিকাদার ,14-09-2021,১০নং ফিডার ,12:10:00,13:00:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মনির ,A.Rahim ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-09-14 12:10:00,2021-09-14 13:00:00,0 days 00:50:00,
931,HT তে জাম্পার করার জন্য ,14-09-2021,৪নং ফিডার ,13:10:00,13:55:00,ব্রেকার বের করে শাট ডাউন প্রদান করা হয়।,মোস্তাক,A.Rahim,J.E উজ্জ্বল ,ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-09-14 13:10:00,2021-09-14 13:55:00,0 days 00:45:00,
932,পুশ পোল স্থাপনের জন্য ,14-09-2021,১১নং ফিডার ,14:05:00,15:12:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়।,মনির ,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-14 14:05:00,2021-09-14 15:12:00,0 days 01:07:00,
933,অভিযোগ নিরশন HT জাম্পারকরণ,14-09-2021,৫ ও ১নং ফিডার ,14:45:00,15:00:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মনির ,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-14 14:45:00,2021-09-14 15:00:00,0 days 00:15:00,
936,X-Former পরিবর্তন,15-09-2021,৫নং ফিডার ,22:20:00,23:00:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,J.E হুমায়ুন,মোশারফ,A.G.M(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-15 22:20:00,2021-09-15 23:00:00,0 days 00:40:00,
937,অভিযোগ সমাধান,16-09-2021,৫নং ফিডার ,11:11:00,13:41:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়।,মনির ,ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-16 11:11:00,2021-09-16 13:41:00,0 days 02:30:00,
938,33KV ROW,16-09-2021,৩নং ফিডার ,13:56:00,14:35:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,ওয়াদুদ,ঈশ্বর রায় ,AGM(O&M), কাজ শেষে লাইন চালু করা হয়।,2021-09-16 13:56:00,2021-09-16 14:35:00,0 days 00:39:00,
936,ROW করণ,16-09-2021,৩নং ফিডার ,10:45:00,12:30:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়।,জাহাঙ্গীর ,ঈশ্বর রায়,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-16 10:45:00,2021-09-16 12:30:00,0 days 01:45:00,
939,ROW কাজকরণ,17-09-2021,১০নং ফিডার ,15:20:00,16:31:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়।,ওবায়দুর রহমান,Mamun,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-17 15:20:00,2021-09-17 16:31:00,0 days 01:11:00,
940,ট্রিপকরিয়ে ব্রেকার বের করা হল।,17-09-2021,১১নং ফিডার ,16:07:00,16:31:00,,Ibrahim,Mamun,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-09-17 16:07:00,2021-09-17 16:31:00,0 days 00:24:00,
941,ROW এর কাজের জন্য। ,18-09-2021,১০নং ফিডার ,09:30:00,10:55:00,ব্রেকার আউট,নয়ানআলী,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়।,2021-09-18 09:30:00,2021-09-18 10:55:00,0 days 01:25:00,
942,H.T জাম্পার ,20-09-2021,৩নং ফিডার ,23:17:00,23:27:00,ব্রেকার আউট,শফিকুল ইসলাম,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-09-20 23:17:00,2021-09-20 23:27:00,0 days 00:10:00,
943,কাটআউট পরিবর্তন,21-09-2021,৩নং ফিডার ,11:45:00,12:12:00,ব্রেকার আউট,"কাইয়ুম, শফিকুল",আ:ওয়াদুদ,AGM(O&M),,2021-09-21 11:45:00,2021-09-21 12:12:00,0 days 00:27:00,
945,H.T জাম্পার ,22-09-2021,৫নং ফিডার ,10:29:00,10:59:00,ব্রেকার আউট,ইব্রাহীম ,Younus Ali,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হইল।,2021-09-22 10:29:00,2021-09-22 10:59:00,0 days 00:30:00,
944,H.T ত কাজ করার জন্য ,22-09-2021,১১নং ফিডার ,13:12:00,13:42:00,ব্রেকার আউট,ইব্রাহীম,Younus Ali,AGM(O&M),ক্লিয়ারেন্স দেওয়ায় লাইন চালু করা হইল।,2021-09-22 13:12:00,2021-09-22 13:42:00,0 days 00:30:00,
946,H.T ক্যাবল খোলা এবং লাগানো। ,25-09-2021,৪নং ফিডার ,16:40:00,10:59:00,ব্রেকার আউট,আ:রহমান ,অটল,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হইল।,2021-09-25 16:40:00,2021-09-25 10:59:00,-1 days +18:19:00,
947,X-Former উত্তোলন,27-09-2021,৪নং ফিডার ,14:35:00,14:47:00,ব্রেকার আউট,J.E সজীব,মোশারফ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হইল।,2021-09-27 14:35:00,2021-09-27 14:47:00,0 days 00:12:00,
948,পুশ পোল (ঠিকাদার),27-09-2021,৩নং ফিডার ,14:45:00,15:30:00,ব্রেকার আউট,আ:রহমান,মোশারফ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হইল।,2021-09-27 14:45:00,2021-09-27 15:30:00,0 days 00:45:00,
949,ROW করণ,28-09-2021,২নং ফিডার ,14:06:00,17:08:00,ব্রেকার আউট,J.E. Sajib,তাহেরুল ,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-09-28 14:06:00,2021-09-28 17:08:00,0 days 03:02:00,
951,R.O.W করণ,28-09-2021,৭নং ফিডার,14:11:00,17:02:00,ব্রেকার আউট,LT.Obaidur,তাহেরুল,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-09-28 14:11:00,2021-09-28 17:02:00,0 days 02:51:00,
950,ROW করণ শ্রী:পুর 03নং 33KW,28-09-2021,৩নং ফিডার ,14:08:00,14:57:00,ব্রেকার আউট,LT Asad ,তাহেরুল ,A.G.M (O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2021-09-28 14:08:00,2021-09-28 14:57:00,0 days 00:49:00,
952,ঠিকাদার শাটডাউন,29-09-2021,১০নং ফিডার ,13:51:00,14:52:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়।,Mamun ,মনির ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-09-29 13:51:00,2021-09-29 14:52:00,0 days 01:01:00,
953,HT জাম্পার করার জন্য,29-09-2021,"বকুলতলা, ৯নং ফিডার ",14:36:00,14:52:00,ব্রেকার বাহির ,তাহেরুল,মনির ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে চালু করা হয়।,2021-09-29 14:36:00,2021-09-29 14:52:00,0 days 00:16:00,
954,অভিযোগ সমাধান,29-09-2021,"কলেজের দ:পাশে, ১১নং ফিডার ",15:55:00,16:15:00,ব্রেকার বাহির ,তাহেরুল,মনির ,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-09-29 15:55:00,2021-09-29 16:15:00,0 days 00:20:00,
955,অভিযোগ সমাধান,29-09-2021,"জিল্লুর বাড়ির পূ:পাশে, ৮নংফিডার ",18:14:00,18:26:00,ব্রেকার আউট,তাহেরুল ,মনির ,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-09-29 18:14:00,2021-09-29 18:26:00,0 days 00:12:00,
956,X-F উত্তোলন,29-09-2021,১১নং ফিডার ,20:52:00,21:11:00,ব্রেকার বাহির ,তাহেরুল ,মনির ,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-09-29 20:52:00,2021-09-29 21:11:00,0 days 00:19:00,
957,পোশপুল স্থাপন,30-09-2021,২নং ফিডার ,14:20:00,14:40:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়।,ওয়াদুদ,মোশরফ,AGM(O&M),,2021-09-30 14:20:00,2021-09-30 14:40:00,0 days 00:20:00,
961,X-Former HT জাম্পার জন্য ,02-10-2021,৬নং ফিডার ,21:35:00,21:45:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,তাহেরুল ,অটল,A.G.M(O&M),,2021-02-10 21:35:00,2021-02-10 21:45:00,0 days 00:10:00,
960,X-Former উত্তোলন,02-10-2021,৭নং ফিডার ,20:20:00,21:05:00,ব্রেকার বাহির ,তাহেরুল ,আ:রহমান,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-02-10 20:20:00,2021-02-10 21:05:00,0 days 00:45:00,
959,অভিযোগ নিরসন,02-10-2021,১১নং ফিডার ,20:05:00,20:20:00,ব্রেকার বাহির ,তাহেরুল ,অটল,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-02-10 20:05:00,2021-02-10 20:20:00,0 days 00:15:00,
958,Push Pole স্থাপন,02-10-2021,৬নং ফিডার ,17:20:00,18:20:00,ব্রেকার বাহির ,তাহেরুল ,মনির ,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-02-10 17:20:00,2021-02-10 18:20:00,0 days 01:00:00,
963,ঠিকাদারকে শাটডাউন প্রদান ,03-10-2021,৪নং ফিডার ,12:30:00,12:40:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,আ:রহমান,ঈশ্বর রায়,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-03-10 12:30:00,2021-03-10 12:40:00,0 days 00:10:00,
962,তার জোড়াকরণ,03-10-2021,৭নং ফিডার ,11:12:00,11:30:00,ব্রেকার বেরকরণ,আ:রহমান,ঈশ্বর রায় ,A.G.M(O&M),ক্লিয়ারেন্স দেওয়ায় লাইন চালু করা হলো।,2021-03-10 11:12:00,2021-03-10 11:30:00,0 days 00:18:00,
966,X-ফরমার পরিবর্তনের জন্য ,04-10-2021,১১নং ফিডার ,21:30:00,21:53:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মনির ,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-04-10 21:30:00,2021-04-10 21:53:00,0 days 00:23:00,
964,H.T তার জোড়া,04-10-2021,৩নং ফিডার ,10:20:00,11:10:00,ব্রেকার আউট,আ:রহমান,মোশারফ,AGM(O&M),,2021-04-10 10:20:00,2021-04-10 11:10:00,0 days 00:50:00,
965,X-Former উত্তোলন,04-10-2021,৬নং ফিডার ,12:40:00,14:20:00,ব্রেকার আউট করা ,অটল ,মোশারফ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-04-10 12:40:00,2021-04-10 14:20:00,0 days 01:40:00,
968,এনালক মিটার Change ,05-10-2021,৫নং ফিডার ,16:00:00,16:25:00,ব্রেকার আউট,মাহবুব,আ:কাইয়ুম ,DGM(sir),,2021-05-10 16:00:00,2021-05-10 16:25:00,0 days 00:25:00,
967,HT তার জোড়া,05-10-2021,৪নং ফিডার ,11:15:00,11:50:00,ব্রেকার আউট,ওয়াদুদ,মোশারফ,AGM(O&M),,2021-05-10 11:15:00,2021-05-10 11:50:00,0 days 00:35:00,
973,ঠিকাদারকে H.Tতে কাজকরণ,06-10-2021,৪নং ফিডার ,16:20:00,16:30:00,ব্রেকার আউট,আ:কাইয়ুম,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-06-10 16:20:00,2021-06-10 16:30:00,0 days 00:10:00,
972,ROW করণ,06-10-2021,৩নং ফিডার ,15:40:00,16:40:00,ব্রেকার আউট,আ:রহমান,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন  চালু করা হয়। ,2021-06-10 15:40:00,2021-06-10 16:40:00,0 days 01:00:00,
971,ঠিকাদার HTতে কাজকরণ,06-10-2021,৬নং ফিডার ,15:25:00,16:15:00,ব্রেকার আউট,মনির ,Younus Ali,J.E,নিরাপদে থাকায় চালু করা হয়। ,2021-06-10 15:25:00,2021-06-10 16:15:00,0 days 00:50:00,
970,ঠিকাদারকে শাটডাউন (সাইফুল) ঠিকাদার ,06-10-2021,৪নং ফিডার ,12:15:00,12:25:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,কাইয়ুম ,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-06-10 12:15:00,2021-06-10 12:25:00,0 days 00:10:00,
969,X-আর্ম পরিবর্তনের জন্য।,06-10-2021,১০নং ফিডার ,10:45:00,11:40:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মনির ,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-06-10 10:45:00,2021-06-10 11:40:00,0 days 00:55:00,
976,X-ফরমার পরিবর্তনের জন্য।,07-10-2021,৩নং ফিডার ,18:35:00,19:05:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,আ:রহমান,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-07-10 18:35:00,2021-07-10 19:05:00,0 days 00:30:00,
975,ROW কাজের জন্য ,07-10-2021,১নং ফিডার ,15:30:00,16:50:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,ইউনুস আলী,ওবায়দুর ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-07-10 15:30:00,2021-07-10 16:50:00,0 days 01:20:00,
974,HTজাম্পার করার জন্য।,07-10-2021,২নং ফিডার ,11:45:00,12:05:00,ব্রেকার আউট,মামুন গাজী ,আ:কাইয়ুম ,,,2021-07-10 11:45:00,2021-07-10 12:05:00,0 days 00:20:00,
977,পুশপোল স্থাপনের জন্য। ,08-10-2021,১নং ফিডার ,14:40:00,15:28:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মো:মনির ,আ:রহমান ,AGM(O&M),,2021-08-10 14:40:00,2021-08-10 15:28:00,0 days 00:48:00,
978,X-For ওয়ারিং,08-10-2021,৫নং ফিডার ,18:05:00,18:25:00,লাইন ট্রিপ করে ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,"মো:মাহবুব, মো:মনির ",আ:রহমান,AGM(O&M),,2021-08-10 18:05:00,2021-08-10 18:25:00,0 days 00:20:00,
982,ঠিকাদারকে শাটডাউন,10-10-2021,১০নং ফিডার ,18:00:00,18:48:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,মনির ,আ:রহমান,A.G.M(O&M),,2021-10-10 18:00:00,2021-10-10 18:48:00,0 days 00:48:00,
981,XFR উত্তোলনের জন্য ,10-10-2021,৬নং ফিডার ,16:30:00,17:00:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়।,ইব্রাহীম ,আ:রহমান,AGM(O&M),,2021-10-10 16:30:00,2021-10-10 17:00:00,0 days 00:30:00,
979,ট্রান্সফার পরিবর্তন,10-10-2021,৩নং ফিডার ,12:15:00,13:05:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,আ:ওয়াদুদ,মোশারফ,AGM(O&M),,2021-10-10 12:15:00,2021-10-10 13:05:00,0 days 00:50:00,
980,ROW,10-10-2021,৩নং ফিডার ,16:00:00,16:30:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,শফিকুল ,আ:রহমান,AGM(O&M),,2021-10-10 16:00:00,2021-10-10 16:30:00,0 days 00:30:00,
984,33KV জাম্পার ,11-10-2021,৭নং ফিডার ,10:25:00,10:45:00,ব্রেকার রেক আউট,JE উজ্জ্বল স্যার ,মোশারফ,AGM(O&M),,2021-11-10 10:25:00,2021-11-10 10:45:00,0 days 00:20:00,
983,H.T জাম্পার ,11-10-2021,৬নং ফিডার ,12:30:00,13:15:00,ব্রেকার বাহির করে শাটডাউন দেওয়া হয়। ,আ:রহমান,মোশারফ,AGM(O&M),,2021-11-10 12:30:00,2021-11-10 13:15:00,0 days 00:45:00,
985,X-Former  উত্তোলন,12-10-2021,১ ও ৫নং ফিডার ,18:06:00,18:48:00,ব্রেকার রেক আউট করে।,"D.G.M-Sir, AGM-Sir, আ:রহমান",মাহবুব,D.G.M,ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-12-10 18:06:00,2021-12-10 18:48:00,0 days 00:42:00,
986,H.T জাম্পার পুড়া,13-10-2021,১নং কেওড়া ফিডার ,10:25:00,10:40:00,ব্রেকার রেক আউট করে।,AGM-Sir আ:রহমান,মাহবুব,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-13 10:25:00,2021-10-13 10:40:00,0 days 00:15:00,
990,HT জাম্পার ,13-10-2021,৩নং ফিডার ,19:03:00,19:10:00,ব্রেকার আউট,ওয়াদুদ,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-10-13 19:03:00,2021-10-13 19:10:00,0 days 00:07:00,
